NUMERO_SITE,NO_VGE,GEO1,GEO2,STATUT,BENNE,MODELE_BENNE,COMMUNE,ADDRESSE,HORAIRES,RIVE,TYPE_CENTRE,PHOTO,PAPIER,VERRE,PET,PET_CONTENEURS,ALU,FER,FER_ALU,CAPSULE_CAFE,PILE,TEXTILE,HUILE_MINERALE,HUILE_VEGETALE,DECHET_ENCOMBRANT,FERRAILLE,GRAVAT,MATIERE_INERTE,MAT_INCINERABLE,BRANCHE,FRIGO,SPECIAUX_MENAGER,ORDURE_MENAGERE,DECHETS_CUISINE,DECHETS_JARDINS,DECHETS_ORGANIQUES,AUTRE_DECHET,SHAPE.AREA,SHAPE.LEN
03-007,,46.167869,6.004897,Existante,En surface,Non renseigné,Avully,"Route d'avully, Geneva	",,Gauche,Communal,,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,Oui,,20.49212416,18.1435772031728
03-010,,46.162741,6.002965,Existante,En surface,Non renseigné,Avully,"Chemin des meurons, Geneva",,Gauche,Communal,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,14.68891136,19.9940589743583
03-011,,46.163854,6.018735,Existante,En surface,Non renseigné,Avully,"Route de chancy  408, Geneva	",,Gauche,Communal,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,12.40899584,19.1144027987128
42-002,,46.143134,6.041771,Existante,En surface,Non renseigné,Soral,"Route du creux-de-boisset 23, Geneva	",,Gauche,Communal,,,Oui,Oui,,,,,Oui,Oui,Oui,,,,,,,,,,,,,,,,5.2363264,9.24901088572377
07-007,,46.16283,6.068288,Existante,Enterrée,Villiger,Bernex,"Route de soral  152, Geneva",8h-20h,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,,,Oui,,25.8441216,30.350558427659198
07-004,,46.18178,6.09304,Existante,Enterrée,Villiger,Bernex,"Cressy place, Geneva",8h-20h,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,,,Oui,,51.22736128,50.8766285258178
01-014,,46.185001,6.04422,Existante,En surface,Villiger,Aire-la-ville,"Chemin de treulaz  7, Geneva",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,9.03744512,12.527218073979
05-004,,46.143557,6.137266,Existante,En surface,Non renseigné,Bardonnex,"Chemin d'archamps 9, Geneva	",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Bardonnex/site_05-004.JPG,Oui,Oui,Oui,,,,Oui,,,,,,,,,,,,,,Oui,,,,,40.75257856,25.713065282849602
41-004,,46.216073,6.004595,Existante,En surface,Non renseigné,Satigny,"Route de l'allondon, Geneva",,Droite,Communal,,,Oui,Oui,,,,,,Oui,,,,,,,,,,,,Oui,,,Oui,,11.0575616,18.122901091179003
41-001,,46.215609,6.036269,Existante,Enterrée,Non renseigné,Satigny,"Chemin de la mere-jeanne, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,Oui,Oui,,,Oui,,,,,,,,,,,,Oui,,,Oui,,34.56598016,36.4089046516481
17-007,,46.211692,6.172708,Existante,En surface,Non renseigné,Cologny,"Quai de cologny, Geneva	",,Gauche,Communal,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,18.53079552,37.5061550845969
33-006,,46.187703,6.152032,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Chemin de la tour 13, Geneva",,Droite,Communal,,Oui,Oui,Oui,,,,,,Oui,,,,,,,,,,,,Oui,Oui,Oui,Oui,,13.8125312,15.5460303110905
39-004,,46.214064,6.234668,Existante,Enterrée,Non renseigné,Puplinge,"Route des brolliets, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,,,,,,,,,,,,Oui,,,Oui,,54.542336,60.4933624501951
44-013,,46.16311,6.145732,Existante,En surface,Non renseigné,Troinex,"Chemin lullin, Geneva",,Gauche,Communal,,Oui,Oui,,,Oui,,,Oui,Oui,Oui,Oui,Oui,,,,,,,,,,,,Oui,,402.58306048,89.047137895207
17-003,,46.208738,6.180793,Existante,En surface,Non renseigné,Cologny,"Chemin du molan 6, Geneva	",,Gauche,Communal,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,15.69366016,16.2361442304665
41-022,,46.214142,6.023306,Existante,,,Satigny,"Route de credery 16, Geneva	",,Droite,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.33116928,16.8435866632767
41-023,,46.210723,6.035473,Existante,,,Satigny,"Chemin de Merdisel 3, Geneva",,Droite,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.21684224,34.2122262190208
08-018,,47.809729,-1.543914,Existante,Enterrée,Villiger terriers,Carouge,Chemin de la vigne-rouge	,,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Carouge/site_08-018.JPG,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,,Carton,41.59062016,28.2766260094993
31-047,,46.172349,6.122601,Projet,,,,"Avenue des communes reunies 85, Geneva",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.20429824,9.526646411840689
43-006,,46.198682,6.213637,Projet,,,,"Chemin de la Pierre-a-Bochet 5,  Geneva",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69398016,8.469651083208989
20-007,,46.210915,5.989307,Existante,Enterrée,Non renseigné,Dardagny,"Route de malval 17, Geneva	",,Droite,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.56153856,14.3077069506679
20-008,,46.178111,6.002821,Existante,Enterrée,Non renseigné,Dardagny,"Route de la-plaine 76, Geneva	",,Droite,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.05566464,21.5600336452198
20-009,,46.177234,6.003142,Existante,Enterrée,Non renseigné,Dardagny,"Route de la-plaine 81, Geneva	",,Droite,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.54499072,14.320586608031599
20-010,,46.198392,6.142296,Existante,Enterrée,Non renseigné,Dardagny,"Route d'essertine 11, Geneva	",,Droite,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.66766592,14.371752420201299
20-011,,46.194247,5.995373,Existante,Enterrée,Non renseigné,Dardagny,"Route du mandement 520, Geneva	",,Droite,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6534528,14.3530153550686
20-012,,46.192547,5.996092,Existante,Enterrée,Non renseigné,Dardagny,"Route du mandement 460, Geneva	",,Droite,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.30095872,10.6741946733137
11-004,,46.149676,5.97114,Existante,Enterrée,Villiger,Chancy,"Chemin de l'ecole, Geneva",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,Oui,,14.17428992,15.2969026416935
03-004,,46.166458,5.992277,Existante,En surface,Non renseigné,Avully,"Avenue de gennecy, Geneva	",,Gauche,Communal,,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,Oui,,30.63676928,21.733123509574398
03-001,,46.167356,5.989845,Existante,En surface,Non renseigné,Avully,"Route d'epeisses, Geneva",,Gauche,Communal,,,Oui,Oui,,Oui,Oui,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,Oui,,63.92479744,34.3235766525808
09-009,,46.174521,6.042209,Existante,Enterrée,Villiger cu 150,Cartigny,"Chemin des bois-de-saint-victor 17, Geneva	",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,3.33336576,7.352685552803001
40-006,,46.191851,6.17,Existante,En surface,Non renseigné,Russin,"Chemin des velours, Geneva	",,Droite,Communal,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,23.02476288,22.2928606453591
05-002,,46.142564,6.136459,Existante,En surface,Non renseigné,Bardonnex,"Chemin d'archamps 17, Geneva	",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Bardonnex/site_05-002.JPG,Oui,Oui,Oui,,,,Oui,,,,,,,,,,,,,,,,,,,20.2940416,20.7133681518635
41-005,,46.206833,6.030606,Existante,En surface,Non renseigné,Satigny,"Chemin de la boverie 1, Geneva",,Droite,Communal,,,Oui,Oui,,,,,,Oui,,,,,,,,,,,,Oui,,,Oui,,19.88706304,21.9070422795798
41-011,,46.216073,6.004595,Existante,Enterrée,Non renseigné,Satigny,"Route de l'allondon, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,Oui,,,,,13.38834944,17.2525252747045
41-018,,46.22415,6.029268,Existante,En surface,Non renseigné,Satigny,"Route du cret-de-choully 33, Geneva",,Droite,Communal,,,Oui,Oui,,,,,,Oui,,,,,,,,,,,,Oui,,,Oui,,8.6908928,14.365032332595
41-010,,46.222963,6.038173,Existante,En surface,Non renseigné,Satigny,"Chemin des courtines, Geneva	",,Droite,Communal,,,Oui,Oui,,,,,,Oui,,,,,,,,,,,,Oui,,,Oui,,6.8149248,11.850259212958
41-002,,46.21651,6.031332,Existante,Enterrée,Non renseigné,Satigny,"Rampe de choully 17, Geneva",,Droite,Communal,,Oui,Oui,Oui,,Oui,Oui,,Oui,Oui,,,,,,,,,,,,Oui,,,Oui,,35.39533824,34.6846748463765
36-004,,46.160081,6.118747,Existante,Enterrée,Sulo,Plan-les-ouates,"Chemin maronsy, Geneva",Lu-ve 8h-20h di fermé,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/PLO/site_36-004.JPG,,,,,,,,,,,,,,,,,,,,,Oui,,,,,10.50435584,25.9286414314848
17-006,,46.21849,6.185226,Existante,En surface,Non renseigné,Cologny,"Chemin de la mairie 17, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,15.233023999999999,19.5281969383786
17-014,,46.213759,6.182126,Existante,Enterrée,Non renseigné,Cologny,"Route martin-bodmer 4, Geneva	",,Gauche,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.59545344,14.321146514148198
17-015,,46.204949,6.16138,Existante,,Non renseigné,Cologny,"Route de vandoeuvres 10, Geneva	",,Gauche,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6768921599999995,10.930310562208499
39-005,,46.207438,6.233058,Existante,,Non renseigné,Puplinge,"Route de corniere 27, Geneva	",,Gauche,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.28032256,17.9298002499244
11-009,,46.150733,5.982,Existante,,Non renseigné,Chancy,"Chemin de champlong, Geneva	",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,,,,,,42.95360512,28.3623684651435
04-005,,46.151342,5.989451,Existante,En surface,Non renseigné,Avusy,"Chemin du cannelet 50, Geneva	",,Gauche,Communal,,,,,,,,,,,,,,,,,,,Oui,,,,,,Oui,,34.439167999999995,33.564477892784396
04-002,,46.154985,6.004763,Existante,Enterrée,Non renseigné,Avusy,"Route d'athenaz, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,,,,,,,,,,,,Oui,,,,,22.21473792,27.3825294871763
01-001,,46.192397,6.044225,Existante,En surface,Non renseigné,Aire-la-ville,"Chemin des vernaz, Geneva	",,Gauche,Communal,,,,,,,,,,,Oui,,,,,,,,,,,,,Oui,,,56.0652288,29.6950078753592
41-021,,46.178363,6.071939,Existante,En surface,Non renseigné,Satigny,"Route d'aire-la-ville, Geneva",,Droite,Communal,,Oui,Oui,Oui,,Oui,Oui,,,Oui,Oui,,,,,,,,,,,Oui,,,Oui,,8.871936,13.0270438037329
41-014,,46.216427,6.037672,Existante,Enterrée,Non renseigné,Satigny,"Route de ka gare-de-satigny 58, Geneva	",,Droite,Communal,,,Oui,,,,,,,,,,,,,,,,,,,Oui,,,Oui,,10.79984128,15.066321243827398
33-007,,46.228225,6.072131,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Chemin antoine-verchere, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,Oui,,25.80037632,29.967482206337902
09-017,,46.173643,6.023724,Existante,Enterrée,Villiger cu 150,Cartigny,"Route de cartigny 37, Geneva	",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,3.1756288,7.22111457187234
17-012,,46.202136,6.175258,Existante,En surface,Non renseigné,Cologny,"Avenue de saint-paul 5, Geneva	",,Gauche,Communal,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,17.79034112,18.084590116252002
20-004,,46.178837,6.003478,Existante,Enterrée,Non renseigné,Dardagny,"Route de la donzelle 52, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,Oui,Oui,,Oui,Oui,Oui,,,,,,,,,,,,,,Oui,,25.88270592,22.4392846899642
20-001,,46.189294,5.998523,Existante,En surface,Non renseigné,Dardagny,"Route de la donzelle 22, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,Oui,Oui,,Oui,Oui,Oui,,,,,,,,,,,,,,Oui,,145.67407616,71.4137193596853
20-006,,46.216088,5.995765,Existante,En surface,Non renseigné,Dardagny,"Route de l'allondon 150, Geneva	",,Droite,Communal,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,3.34995456,7.32581658651968
01-006,,46.191397,6.045001,Existante,Enterrée,Villiger,Aire-la-ville,"Chemin de mussel 9, Geneva",,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,,,,,,,,,,,,Oui,,,,,22.28944896,19.0174421813016
48-001,,46.174896,6.153926,Existante,En surface,Non renseigné,Veyrier,"Chemin de la tour-de-pinchat 4, Geneva",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-001.JPG,Oui,Oui,,,Oui,,,,,Oui,,,,,,,,,,,,,,,,12.42136576,24.8233109816252
02-003,,46.282772,6.236914,Existante,Enterrée,Villiger,Anières,"Route de chevrens 106, Geneva",8h-19h sauf dimanche et jours fériers,Gauche,Communal,,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,11.68293888,15.5876248007741
32-012,,46.247852,6.218216,Existante,En surface,Non renseigné,Meinier,"Chemin de la pallanterie, Geneva	",,Gauche,Communal,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,14.54964736,18.4334208886282
32-010,,46.246402,6.237227,Existante,En surface,Non renseigné,Meinier,"Route de gy 49, Geneva	",,Gauche,Communal,,,,,,,,,,,,,,,,,,,Oui,,,,,,Oui,,16.30683136,18.0750435686624
32-002,,46.232918,6.222522,Existante,En surface,Non renseigné,Meinier,"Route des carres, Geneva",,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,Oui,,,,,,,,,,,Oui,,,,,9.58070784,14.7487005070585
06-002,,46.254883,6.148403,Existante,En surface,800lt,Bellevue,"Chemin des mastellettes 19, Geneva	",,Droite,Communal,,Oui,Oui,,,,,,,,,,,,,,,,,,,Oui,,,,,11.88642816,14.872586164655
33-012,,46.236121,6.081117,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Avenue de vaudagne, Geneva",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,,Oui,,,,,,,,,,,,Oui,Oui,Oui,Oui,,25.7196032,29.9712116746039
46-011,,46.198392,6.142296,Existante,En surface,Non renseigné,Vernier,"Centre commercial de balexert, Geneva",8h-20h,Droite,Communal,,Oui,Oui,Oui,,Oui,Oui,,,,,,,,,,,,,,,,,,,,18.45911552,17.9003205841552
44-010,,46.156085,6.150537,Existante,En surface,Non renseigné,Troinex,"Route de pierre-grand, Geneva",,Gauche,Communal,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,2.32955904,6.23418479128384
44-014,,46.159331,6.14725,Existante,En surface,Non renseigné,Troinex,"Route de moillebin, Geneva	",,Gauche,Communal,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,2.87008768,6.78553304925229
44-015,,46.159341,6.147239,Existante,Enterrée,Non renseigné,Troinex,"Route de moillebin 20, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,,Oui,,Oui,,,,,,,,,,,,,Oui,,,,,18.70200832,19.7019033466459
44-019,,46.160653,6.149109,Existante,En surface,Non renseigné,Troinex,"Chemin jacques-ormond 10, Geneva",,Gauche,Communal,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,4.63020032,8.61431870495229
44-003,,46.167218,6.146506,Existante,En surface,Non renseigné,Troinex,"Chemin des saules 8, Geneva	",,Gauche,Communal,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,5.99548928,14.5738463821348
46-009,,46.212786,6.079088,Existante,Enterrée,Non renseigné,Vernier,"Route de peney, Geneva",8h-20h,Droite,Communal,,Oui,Oui,Oui,,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,33.08650496,24.287717275272
46-004,,46.21841,6.092623,Existante,En surface,Non renseigné,Vernier,"Chemin de l'echarpine, Geneva",8h-20h,Droite,Communal,,Oui,Oui,Oui,,Oui,Oui,,Oui,Oui,Oui,,,,,,,,,,,,,,Oui,,9.14235392,13.4789255213147
41-016,,46.215013,6.064653,Existante,Enterrée,Non renseigné,Satigny,"Route de montfleury 87, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,,,Oui,,,,,,,,,,,,Oui,,,Oui,,17.0131456,20.8665359348593
48-018,,46.171333,6.178928,Existante,En surface,Non renseigné,Veyrier,"Chemin de chatecoucou 40, Geneva",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-018.JPG,Oui,Oui,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,34.00531968,25.101724844046696
48-005,,46.170382,6.170103,Existante,En surface,Non renseigné,Veyrier,"Chemin des bucherons 70, Geneva	",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-005.JPG,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,16.71299072,19.1458456991478
48-022,,46.167326,6.156034,Existante,En surface,Non renseigné,Veyrier,"Chemin du champ-des-bois 6, Geneva",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-022.JPG,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,21.79072,19.0198233825416
10-003,,46.348516,6.20767,Existante,En surface,Non renseigné,Céligny,"Chemin du port celigny 22, Geneva",,Droite,Communal,,,Oui,Oui,,,,,,,,,,,,,,,,,,Oui,,,,,4.22412288,8.22902211427934
19-001,,46.262005,6.227299,Existante,Enterrée,Transvoirie,Corsier,"Route de corsier, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,,,,,,,,,Oui,,,,Carton,46.06099456,39.1881020637339
32-008,,46.246446,6.231716,Existante,Enterrée,Non renseigné,Meinier,"Chemin du stade 5, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,Oui,,,,,,,,,,,Oui,,,Oui,,24.95758336,30.8534025216229
32-005,,46.244098,6.24109,Existante,En surface,Non renseigné,Meinier,"Route de corsinge 40, Geneva",,Gauche,Communal,,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,10.63858176,15.9403592179207
14-001,,46.220088,6.223964,Existante,Enterrée,Vilaro-terriers,Choulex,"Route de chevrier 31, Geneva",24h/24h,Gauche,Communal,,Oui,Oui,Oui,,,,,Oui,Oui,,,,,,,,,,,,Oui,,,,,12.82801664,17.1314881161491
06-004,,46.254102,6.153026,Existante,En surface,800lt,Bellevue,"Chemin de la menuiserie 6, Geneva	",,Droite,Communal,,Oui,Oui,,,,,,,,,,,,,,,,,,,Oui,,,,,10.229759999999999,14.7540681829454
33-016,,46.237329,6.081147,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Rue des vernes, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,,Oui,Oui,,,,,,,,,,,,Oui,Oui,Oui,,30.78127616,30.4212780284918
33-013,,46.228519,6.081074,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Rue de la prulay 10, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,Oui,,46.13554176,33.4151970512284
46-002,,46.216873,6.111058,Existante,Enterrée,Non renseigné,Vernier,"Avenue de crozet 48, Geneva",8h-20h,Droite,Communal,,Oui,Oui,Oui,,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,22.8278272,19.5173470842468
46-005,,46.203221,6.096421,Existante,En surface,Non renseigné,Vernier,"Avenue du lignon, Geneva",8h-20h,Droite,Communal,,Oui,Oui,Oui,,Oui,Oui,,Oui,Oui,Oui,,,,,,,,,,,,,,,,37.7380864,28.3025194522135
13-004,,46.203774,6.202936,Existante,En surface,Non renseigné,Chêne-bourg,"Avenue de mirany 37, Geneva	",,Gauche,Communal,,,Oui,,,,,,,,Oui,,,,,,,,,,,,,,,,6.0440576,11.5751209203169
12-001,,46.204399,6.200006,Existante,Enterrée,Molock,Chêne-bougeries,"Chemin de-la-montagne  136, Geneva	",,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,,,,,,,,,,,,,,Oui,,,,,22.85010944,19.168096580860198
34-001,,46.191772,6.10347,Existante,Enterrée,Villiger (vilaro 95),Onex,"Avenue des grandes-communes 27, Geneva",8h-19h,Gauche,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,33.3848576,24.2188116499525
31-032,,46.183738,6.121063,Existante,En surface,Sulo,Lancy,"Route du grand-lancy 64, Geneva",,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,,,,,,,,,,,,,,,,,,30.01392128,22.548905431723696
05-006,,46.148426,6.129386,Existante,En surface,Non renseigné,Bardonnex,"Route des hospitaliers, Geneva",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Bardonnex/site_05-006.JPG,Oui,Oui,Oui,,,,Oui,,,,,,,,,,,,,,Oui,Oui,Oui,,,40.54810624,26.646795180539897
41-003,,46.210591,6.020715,Existante,Enterrée,Non renseigné,Satigny,"Route de peissy 70, Geneva	",,Droite,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,3.21691648,7.19749774161767
41-007,,46.210787,6.035614,Existante,En surface,Non renseigné,Satigny,"Chemin de merdisel 1, Geneva",,Droite,Communal,,,Oui,Oui,,Oui,Oui,,,Oui,Oui,Oui,Oui,,,,,,,,,Oui,,,Oui,,19.07163136,24.9952566345725
33-024,,46.22321,6.10364,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Chemin du ruisseau, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,,Oui,,,,,,,,,,,,Oui,Oui,Oui,Oui,,23.465472,19.450386977262497
48-004,,46.172723,6.183672,Existante,En surface,Non renseigné,Veyrier,"Route du pas-de-l'echelle, Geneva	",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-004.JPG,Oui,Oui,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,24.34465792,20.4839163578681
48-014,,46.166027,6.181725,Existante,En surface,Non renseigné,Veyrier,"Chemin des rasses 94, Geneva",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-014.JPG,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,3.80977152,9.033702131164869
48-003,,46.168762,6.182067,Existante,Enterrée,Non renseigné,Veyrier,"Chemin des etournelles 4, Geneva	",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-003.JPG,Oui,Oui,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,56.51103744,34.942853410333896
48-013,,46.172005,6.169599,Existante,Enterrée,Non renseigné,Veyrier,"Chemin des bucherons 14a, Geneva	",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-013.JPG,Oui,Oui,Oui,,,,,,,,,,,,,,Oui,,,,,,,,,20.62155776,20.341118042883597
48-025,,46.171855,6.163252,Existante,Enterrée,Non renseigné,Veyrier,"Chemin de bois-gourmand 2, Geneva",,Gauche,Communal,http://ge.ch/sitg/geodata/SITG/DECHETTERIES/Veyrier/site_48-025.JPG,Oui,Oui,Oui,,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,17.31657728,20.2710074001911
20-003,,46.210083,5.987464,Existante,En surface,Non renseigné,Dardagny,"Route de malval 34, Geneva		",,Droite,Communal,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,7.71719168,12.401562245838
01-003,,46.189814,6.042036,Existante,Enterrée,Villiger,Aire-la-ville,"Chemin du moulin-de-vert 13, Geneva		",,Gauche,Communal,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,6.90356224,10.935650627940499
10-001,,46.351937,6.191417,Existante,En surface,Non renseigné,Céligny,"Route des coudres 29, Geneva		",,Droite,Communal,,,Oui,,,,,Oui,Oui,Oui,,,,,,,,,,,,,Oui,,,,20.12872704,18.321214624403098
02-004,,46.274111,6.226233,Existante,Enterrée,Villiger,Anières,"Route de la cote-d'or 10, Geneva	",8h-19h sauf dimanche et jours fériers,Gauche,Communal,,Oui,Oui,Oui,,Oui,,,Oui,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,11.53327104,16.8097890467011
14-007,,46.225836,6.223569,Existante,Enterrée,Vilaro-terriers,Choulex,"Chemin des briffods, Geneva	",24h/24h,Gauche,Communal,,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,Oui,,,,,14.14791168,18.1581789448115
26-009,,46.230623,6.118138,Existante,En surface,Non renseigné,Grand-saconnex,"Chemin de taverney 1, Geneva		",,Droite,Communal,,,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,,2.42864128,6.234837348553739
06-019,,46.255742,6.145387,Existante,En surface,Non renseigné,Bellevue,"Chemin de la roseliere 40, Geneva		",,Droite,Communal,,Oui,Oui,,,,,,,,,,,,,,,,,,,Oui,,,,,20.79604736,19.3803437238772
06-008,,46.251988,6.148303,Existante,En surface,800lt,Bellevue,"Chemin des mollies 39, Geneva		",,Droite,Communal,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,14.99455488,18.8419529315413
33-014,,46.240477,6.082859,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Chemin du roussillon 111, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,,,,,,,,,Oui,Oui,Oui,Oui,,19.17239296,17.597993866315697
33-030,,46.238597,6.081251,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Rue des lattes 21, Geneva		",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,,,,,,,,,,Oui,Oui,Oui,,27.33965312,32.9179293197858
33-008,,46.23309,6.075904,Existante,En surface,,Meyrin,"Avenue de vaudagne 25, Geneva		",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,,Oui,,,,,,,,,,,,Oui,Oui,Oui,Oui,,52.02640896,36.6968430116401
33-019,,46.232691,6.081618,Existante,Enterrée,Villiger / sulo / molok,Meyrin,"Rue des boudines 2, Geneva	",,Droite,Communal,,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,,,,,,,,,Oui,Oui,Oui,Oui,,8.97089536,13.940630317507699
13-002,,46.199515,6.196062,Existante,En surface,Viliger,Chêne-bourg,"Avenue de bel-air 33, Geneva	",8h-19h,Gauche,Communal,,Oui,Oui,Oui,,Oui,Oui,,Oui,Oui,Oui,,,,,,,,,,,,,,,Carton,17.86904576,24.2454351678141
